id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
430,Argentina,Capital Federal,Palermo,1,1,1,54,34,148000
431,Argentina,Capital Federal,Pompeya,2,1,1,45,42,59000
432,Argentina,Capital Federal,Belgrano,1,1,1,30,27,99900
433,Argentina,Capital Federal,Belgrano,1,1,1,30,30,95000
434,Argentina,Capital Federal,Belgrano,2,1,2,,,249000
435,Argentina,Capital Federal,Belgrano,2,1,1,48,48,150000
436,Argentina,Capital Federal,Belgrano,2,1,1,,49,199000
437,Argentina,Capital Federal,Belgrano,2,1,2,61,49,148400
438,Argentina,Capital Federal,Belgrano,1,1,1,27,27,75000
439,Argentina,Capital Federal,Belgrano,1,1,1,35,33,95000
440,Argentina,Capital Federal,Belgrano,2,1,1,66,66,370000
441,Argentina,Capital Federal,Palermo,2,1,2,76,73,399000
442,Argentina,Capital Federal,Belgrano,1,1,1,30,30,120000
443,Argentina,Capital Federal,Palermo,2,1,1,54,47,160000
444,Argentina,Capital Federal,Palermo,2,1,1,106,106,440000
445,Argentina,Capital Federal,Constitución,1,0,1,,,77176
446,Argentina,Capital Federal,Constitución,1,0,1,,,76000
447,Argentina,Capital Federal,Constitución,1,0,1,,,83500
448,Argentina,Capital Federal,Constitución,1,0,1,,,78728
449,Argentina,Capital Federal,Constitución,1,0,1,,,73080
450,Argentina,Capital Federal,Constitución,1,0,1,,,76418
451,Argentina,Capital Federal,Once,2,1,1,34,34,78000
452,Argentina,Capital Federal,Abasto,2,1,1,36,36,140000
453,Argentina,Capital Federal,Nuñez,2,1,1,83,83,175000
454,Argentina,Capital Federal,Retiro,,1,1,37,34,110000
455,Argentina,Capital Federal,Retiro,2,1,1,35,35,87000
456,Argentina,Capital Federal,Almagro,2,1,1,48,45,101000
457,Argentina,Capital Federal,Almagro,1,,1,36,36,129000
458,Argentina,Capital Federal,Almagro,2,1,1,46,42,171990
459,Argentina,Capital Federal,Almagro,2,1,1,41,39,95000
460,Argentina,Capital Federal,Almagro,1,1,1,31,29,99000
461,Argentina,Capital Federal,Palermo,2,1,1,74,68,197500
462,Argentina,Capital Federal,Palermo,2,1,2,76,73,359000
463,Argentina,Capital Federal,Palermo,2,1,1,39,39,105000
464,Argentina,Capital Federal,Palermo,2,1,1,48,43,134000
465,Argentina,Capital Federal,Constitución,1,0,1,,,69538
466,Argentina,Capital Federal,Congreso,2,1,1,,,102746
467,Argentina,Capital Federal,Congreso,2,1,1,,,83824
468,Argentina,Capital Federal,Villa Crespo,2,1,1,43,40,118000
469,Argentina,Capital Federal,Villa Crespo,2,1,1,39,39,74700
470,Argentina,Capital Federal,Villa Lugano,2,1,1,33,33,80000
471,Argentina,Capital Federal,Puerto Madero,2,1,1,47,43,220000
472,Argentina,Capital Federal,Puerto Madero,2,1,1,67,67,360000
473,Argentina,Capital Federal,Villa Urquiza,2,1,1,58,54,185000
474,Argentina,Capital Federal,Villa Urquiza,1,1,1,40,36,125000
475,Argentina,Capital Federal,Parque Centenario,2,1,1,37,37,85001
476,Argentina,Capital Federal,Villa General Mitre,2,1,1,32,32,85000
477,Argentina,Capital Federal,Villa General Mitre,2,1,1,,,110000
478,Argentina,Capital Federal,Flores,3,2,2,80,71,115000
479,Argentina,Capital Federal,Almagro,3,2,1,52,52,130000
480,Argentina,Capital Federal,Almagro,3,2,1,50,50,138000
481,Argentina,Capital Federal,Almagro,3,2,1,49,49,153000
482,Argentina,Capital Federal,Almagro,3,2,1,62,58,163000
483,Argentina,Capital Federal,Almagro,3,2,1,62,59,160000
484,Argentina,Capital Federal,Almagro,3,2,2,81,70,169000
485,Argentina,Capital Federal,Palermo,3,2,2,99,,280000
486,Argentina,Capital Federal,Palermo,3,2,2,80,80,520000
487,Argentina,Capital Federal,Villa Crespo,2,1,1,31,31,78500
488,Argentina,Capital Federal,Congreso,2,1,1,,,82585
489,Argentina,Capital Federal,Villa Crespo,2,1,1,35,35,75000
490,Argentina,Capital Federal,Villa Crespo,2,1,1,38,38,99000
491,Argentina,Capital Federal,Congreso,2,1,1,,,80571
492,Argentina,Capital Federal,Paternal,2,1,1,,,130000
493,Argentina,Capital Federal,Paternal,2,1,1,,,117000
494,Argentina,Capital Federal,Paternal,2,1,1,,,117000
495,Argentina,Capital Federal,Paternal,2,1,1,,,130000
496,Argentina,Capital Federal,Paternal,2,1,1,,,120000
497,Argentina,Capital Federal,Paternal,2,1,1,,,132000
498,Argentina,Capital Federal,Paternal,2,1,1,,,115000
499,Argentina,Capital Federal,Paternal,2,1,1,,,115000
500,Argentina,Capital Federal,Paternal,2,1,1,,,128000
501,Argentina,Capital Federal,Paternal,2,1,1,,,65000
502,Argentina,Capital Federal,Recoleta,2,1,1,66,56,140000
503,Argentina,Capital Federal,Recoleta,2,1,1,44,38,99000
504,Argentina,Capital Federal,Recoleta,3,1,1,63,63,210000
505,Argentina,Capital Federal,Balvanera,2,1,1,49,49,85000
506,Argentina,Capital Federal,Balvanera,2,1,1,43,40,74000
507,Argentina,Capital Federal,Caballito,2,1,2,51,51,115000
508,Argentina,Capital Federal,Parque Chas,1,1,1,41,37,95000
509,Argentina,Capital Federal,Las Cañitas,1,1,1,35,33,95000
510,Argentina,Capital Federal,Villa Crespo,1,1,1,35,33,74000
511,Argentina,Capital Federal,Almagro,2,,1,41,38,110000
512,Argentina,Capital Federal,Balvanera,8,7,1,159,125,148000
513,Argentina,Capital Federal,Boedo,3,2,1,81,,180000
514,Argentina,Capital Federal,Barracas,3,2,2,123,63,335000
515,Argentina,Capital Federal,Belgrano,3,2,2,130,68,320000
516,Argentina,Capital Federal,Belgrano,3,2,2,,,220000
517,Argentina,Capital Federal,Belgrano,3,2,1,53,53,130000
518,Argentina,Capital Federal,Belgrano,3,2,2,75,70,190000
519,Argentina,Capital Federal,Belgrano,3,2,1,67,57,175000
520,Argentina,Capital Federal,Belgrano,3,2,1,68,65,180000
521,Argentina,Capital Federal,Floresta,3,2,1,73,70,139000
522,Argentina,Capital Federal,Floresta,3,2,1,88,80,150000
523,Argentina,Capital Federal,Floresta,3,2,1,53,50,119500
524,Argentina,Capital Federal,Floresta,3,2,1,56,56,99000
525,Argentina,Capital Federal,Paternal,3,2,1,68,60,96800
526,Argentina,Capital Federal,Recoleta,3,2,2,148,115,315000
527,Argentina,Capital Federal,Recoleta,3,2,1,48,46,215000
528,Argentina,Capital Federal,Recoleta,4,2,3,124,118,325000
529,Argentina,Capital Federal,Barracas,3,2,2,71,65,210000
530,Argentina,Capital Federal,Barracas,3,2,2,,100,195000
531,Argentina,Capital Federal,Palermo,3,2,3,,123,580000
532,Argentina,Capital Federal,Palermo,3,2,2,81,75,339000
533,Argentina,Capital Federal,Almagro,3,2,1,70,67,154000
534,Argentina,Capital Federal,Coghlan,3,2,2,111,111,270000
535,Argentina,Capital Federal,Palermo,3,2,3,102,88,510759
536,Argentina,Capital Federal,Palermo,3,2,2,77,72,520000
537,Argentina,Capital Federal,Palermo,3,2,1,54,45,175000
538,Argentina,Capital Federal,Palermo,3,2,2,90,82,265000
539,Argentina,Capital Federal,Palermo,3,2,1,70,60,220000
540,Argentina,Capital Federal,Recoleta,4,2,1,147,125,280000
541,Argentina,Capital Federal,Palermo,3,2,2,69,62,260000
542,Argentina,Capital Federal,Palermo,3,2,2,76,68,275000
543,Argentina,Capital Federal,Palermo,3,2,1,78,67,300000
544,Argentina,Capital Federal,Palermo,3,2,1,74,71,185000
545,Argentina,Capital Federal,Palermo,3,2,1,74,70,185000
546,Argentina,Capital Federal,Palermo,3,2,2,110,78,443000
547,Argentina,Capital Federal,Palermo,3,2,1,67,61,180000
548,Argentina,Capital Federal,Palermo,3,2,1,58,58,168000
549,Argentina,Capital Federal,Palermo,3,2,2,66,66,190000
550,Argentina,Capital Federal,Almagro,3,2,2,83,75,198000
551,Argentina,Capital Federal,Recoleta,3,2,2,118,112,365000
552,Argentina,Capital Federal,Saavedra,3,2,1,71,61,168000
553,Argentina,Capital Federal,Villa Crespo,3,2,1,85,80,143546
554,Argentina,Capital Federal,Villa Crespo,3,2,2,80,75,205000
555,Argentina,Capital Federal,Villa Crespo,3,2,2,92,64,195000
556,Argentina,Capital Federal,Villa Crespo,3,2,2,140,130,340001
557,Argentina,Capital Federal,Villa Crespo,3,2,1,63,57,149000
558,Argentina,Capital Federal,Puerto Madero,3,2,2,165,143,875000
559,Argentina,Capital Federal,Puerto Madero,3,2,1,80,80,525000
560,Argentina,Capital Federal,Villa Urquiza,3,2,2,78,70,268000
561,Argentina,Capital Federal,Belgrano,2,1,1,50,44,190000
562,Argentina,Capital Federal,Villa Urquiza,3,2,2,83,83,245000
563,Argentina,Capital Federal,Villa Urquiza,3,2,2,78,70,268000
564,Argentina,Capital Federal,Velez Sarsfield,3,2,2,73,69,170000
565,Argentina,Capital Federal,Villa del Parque,3,2,2,,,280000
566,Argentina,Capital Federal,Parque Avellaneda,3,2,1,72,,110000
567,Argentina,Capital Federal,Parque Centenario,3,2,1,52,48,120000
568,Argentina,Capital Federal,Villa Crespo,3,2,2,73,65,190000
569,Argentina,Capital Federal,Villa Crespo,3,2,1,61,51,140000
570,Argentina,Capital Federal,Villa Crespo,3,2,1,52,48,120000
571,Argentina,Capital Federal,Villa Crespo,3,2,1,72,40,115000
572,Argentina,Capital Federal,Balvanera,3,2,2,88,88,149000
573,Argentina,Capital Federal,Balvanera,3,2,1,46,46,125000
574,Argentina,Capital Federal,Caballito,3,2,1,68,65,170000
575,Argentina,Capital Federal,Caballito,3,2,1,110,58,209000
576,Argentina,Capital Federal,Caballito,3,2,1,48,48,130000
577,Argentina,Capital Federal,Caballito,3,2,2,60,57,235000
578,Argentina,Capital Federal,Caballito,3,2,1,46,46,155000
579,Argentina,Capital Federal,Recoleta,3,2,2,118,112,365000
580,Argentina,Capital Federal,Caballito,3,2,2,,,227000
581,Argentina,Capital Federal,San Telmo,3,2,2,,,120000
582,Argentina,Capital Federal,Versalles,3,2,1,63,57,135000
583,Argentina,Capital Federal,Villa Luro,3,2,1,70,,95000
584,Argentina,Capital Federal,Barrio Norte,3,2,2,110,89,430000
585,Argentina,Capital Federal,Barrio Norte,3,2,1,70,60,220000
586,Argentina,Capital Federal,San Nicolás,3,2,1,62,62,119900
587,Argentina,Capital Federal,Villa Crespo,3,2,1,62,62,140000
588,Argentina,Capital Federal,Monserrat,3,2,2,88,85,195000
589,Argentina,Capital Federal,Almagro,3,2,1,52,52,126000
590,Argentina,Capital Federal,Almagro,3,2,2,73,65,190000
591,Argentina,Capital Federal,Almagro,3,2,1,61,58,260000
592,Argentina,Capital Federal,Palermo,2,1,2,70,70,240000
593,Argentina,Capital Federal,Palermo,2,1,2,51,51,215000
594,Argentina,Capital Federal,Palermo,2,1,1,55,40,165000
595,Argentina,Capital Federal,Palermo,2,1,2,51,51,244000
596,Argentina,Capital Federal,Congreso,2,1,1,50,44,115000
597,Argentina,Capital Federal,Floresta,2,1,1,45,42,87000
598,Argentina,Capital Federal,Floresta,2,1,1,45,42,87000
599,Argentina,Capital Federal,Paternal,2,1,1,44,44,99000
600,Argentina,Capital Federal,Recoleta,2,1,1,55,51,200000
601,Argentina,Capital Federal,Recoleta,2,1,1,30,30,105000
602,Argentina,Capital Federal,Recoleta,2,1,1,54,50,196000
603,Argentina,Capital Federal,Recoleta,2,1,1,54,50,194000
604,Argentina,Capital Federal,Recoleta,1,1,1,20,20,75000
605,Argentina,Capital Federal,Saavedra,1,1,1,37,34,94000
606,Argentina,Capital Federal,Balvanera,2,1,1,40,40,95000
607,Argentina,Capital Federal,Palermo,2,1,1,65,45,143000
608,Argentina,Capital Federal,Palermo,1,1,1,28,28,102000
609,Argentina,Capital Federal,Palermo,2,1,1,25,25,75000
610,Argentina,Capital Federal,Palermo,2,1,1,122,37,210000
611,Argentina,Capital Federal,Belgrano,2,1,2,,,160966
612,Argentina,Capital Federal,Belgrano,2,1,1,55,55,180000
613,Argentina,Capital Federal,Belgrano,2,1,2,64,64,169500
614,Argentina,Capital Federal,Belgrano,1,1,1,27,23,83700
615,Argentina,Capital Federal,Belgrano,2,1,2,61,49,157500
616,Argentina,Capital Federal,Belgrano,2,1,2,61,49,206000
617,Argentina,Capital Federal,Belgrano,2,1,2,61,49,199900
618,Argentina,Capital Federal,Caballito,2,1,1,57,57,135000
619,Argentina,Capital Federal,Belgrano,1,1,1,40,34,103600
620,Argentina,Capital Federal,Belgrano,1,1,1,40,34,119500
621,Argentina,Capital Federal,Belgrano,1,1,1,40,34,123500
622,Argentina,Capital Federal,Belgrano,1,1,1,27,23,86400
623,Argentina,Capital Federal,Belgrano,1,1,1,40,34,97600
624,Argentina,Capital Federal,Belgrano,1,1,1,27,24,83700
625,Argentina,Capital Federal,Barracas,2,1,1,50,46,150000
626,Argentina,Capital Federal,Barracas,2,1,1,50,44,150000
627,Argentina,Capital Federal,Belgrano,1,1,1,40,34,115500
628,Argentina,Capital Federal,Caballito,2,1,1,49,49,125000
629,Argentina,Capital Federal,Caballito,1,1,1,41,38,135000
630,Argentina,Capital Federal,Caballito,1,1,1,34,29,108000
631,Argentina,Capital Federal,Velez Sarsfield,2,1,1,46,42,125000
632,Argentina,Capital Federal,Parque Chacabuco,2,1,1,43,43,80000
633,Argentina,Capital Federal,Villa Santa Rita,2,1,1,72,72,154100
634,Argentina,Capital Federal,Villa Santa Rita,1,1,1,36,36,61800
635,Argentina,Capital Federal,Villa Santa Rita,2,1,1,41,37,79100
636,Argentina,Capital Federal,Villa Santa Rita,2,1,1,62,54,144700
637,Argentina,Capital Federal,,4,2,1,147,125,280000
638,Argentina,Capital Federal,San Cristobal,2,1,1,46,44,88000
639,Argentina,Capital Federal,,3,2,1,54,45,175000
640,Argentina,Capital Federal,Almagro,3,2,1,70,60,220000
641,Argentina,Capital Federal,Almagro,3,2,1,52,48,120000
642,Argentina,Capital Federal,Almagro,3,2,1,68,60,192000
643,Argentina,Capital Federal,Almagro,3,2,1,68,60,188000
644,Argentina,Capital Federal,Almagro,3,2,2,80,75,205000
645,Argentina,Capital Federal,Almagro,3,2,3,85,57,166500
646,Argentina,Capital Federal,Almagro,3,2,1,68,60,181000
647,Argentina,Capital Federal,Nuñez,3,2,2,65,60,210000
648,Argentina,Capital Federal,Parque Centenario,3,2,1,110,58,209000
649,Argentina,Capital Federal,Puerto Madero,2,1,1,63,60,295000
650,Argentina,Capital Federal,Villa Crespo,2,1,1,46,46,119000
651,Argentina,Capital Federal,Chacarita,1,1,1,47,43,118000
652,Argentina,Capital Federal,Chacarita,1,1,1,,33,98000
653,Argentina,Capital Federal,Chacarita,2,1,1,,40,127000
654,Argentina,Capital Federal,Mataderos,2,1,1,,,75000
655,Argentina,Capital Federal,Mataderos,2,1,1,,,90000
656,Argentina,Capital Federal,Mataderos,2,1,1,,,120000
657,Argentina,Capital Federal,Monserrat,2,1,1,48,43,99000
658,Argentina,Capital Federal,Villa Crespo,2,1,1,66,58,190000
659,Argentina,Capital Federal,San Telmo,1,1,1,42,36,91000
660,Argentina,Capital Federal,Tribunales,2,1,1,45,45,125000
661,Argentina,Capital Federal,Barrio Norte,2,1,1,52,47,210000
662,Argentina,Capital Federal,Barrio Norte,2,1,1,35,32,110000
663,Argentina,Capital Federal,Las Cañitas,2,1,1,61,36,178000
664,Argentina,Capital Federal,Villa Crespo,2,1,1,52,48,15011160
665,Argentina,Capital Federal,Villa Crespo,2,1,1,90,45,125000
666,Argentina,Capital Federal,Villa Crespo,2,1,1,52,47,139546
667,Argentina,Capital Federal,Colegiales,2,1,2,55,52,175000
668,Argentina,Capital Federal,,6,3,2,178,163,590000
669,Argentina,Capital Federal,Villa Urquiza,3,2,1,54,50,215000
670,Argentina,Capital Federal,Nuñez,4,3,2,85,78,240000
671,Argentina,Capital Federal,Colegiales,1,,1,31,26,73000
672,Argentina,Capital Federal,Colegiales,1,,1,32,27,78500
673,Argentina,Capital Federal,Colegiales,1,,1,31,26,75500
674,Argentina,Capital Federal,Colegiales,1,,1,31,26,71600
675,Argentina,Capital Federal,Chacarita,1,,1,42,37,102000
676,Argentina,Capital Federal,Chacarita,1,,1,42,37,111900
677,Argentina,Capital Federal,Chacarita,1,,1,36,31,89000
678,Argentina,Capital Federal,Boedo,4,3,2,84,84,305000
679,Argentina,Capital Federal,Saavedra,1,,1,38,36,89000
680,Argentina,Capital Federal,Belgrano,1,,,45,45,165000
681,Argentina,Capital Federal,Palermo,1,,1,37,35,134000
682,Argentina,Capital Federal,Palermo,1,,1,28,25,85000
683,Argentina,Capital Federal,Palermo,1,,1,26,26,120000
684,Argentina,Capital Federal,Colegiales,1,,1,32,27,75800
685,Argentina,Capital Federal,Palermo,1,,1,38,34,115000
686,Argentina,Capital Federal,Palermo,1,,1,19,19,65000
687,Argentina,Capital Federal,Palermo,1,,1,39,39,113000
688,Argentina,Capital Federal,Palermo,1,,1,22,22,89000
689,Argentina,Capital Federal,Palermo,1,,1,31,,95000
690,Argentina,Capital Federal,Almagro,1,,1,23,23,65000
691,Argentina,Capital Federal,Almagro,1,,1,39,35,118000
692,Argentina,Capital Federal,Almagro,1,,1,38,34,115000
693,Argentina,Capital Federal,Almagro,1,,1,39,35,118000
694,Argentina,Capital Federal,Retiro,1,,1,47,42,246649
695,Argentina,Capital Federal,Nuñez,2,,,38,40,110000
696,Argentina,Capital Federal,Flores,1,,1,34,34,95800
697,Argentina,Capital Federal,Palermo,2,1,1,56,34,179000
698,Argentina,Capital Federal,Palermo,1,1,1,56,52,140000
699,Argentina,Capital Federal,Palermo,1,,1,39,35,118000
700,Argentina,Capital Federal,Palermo,2,1,2,51,51,244000
701,Argentina,Capital Federal,Colegiales,1,,1,32,27,74200
702,Argentina,Capital Federal,Colegiales,1,,1,31,26,70000
703,Argentina,Capital Federal,Villa Crespo,1,,1,39,35,118000
704,Argentina,Capital Federal,Villa Crespo,1,,1,39,34,82000
705,Argentina,Capital Federal,Villa Crespo,1,,1,38,34,115000
706,Argentina,Capital Federal,Puerto Madero,1,,1,36,36,255000
707,Argentina,Capital Federal,Villa Urquiza,1,,1,40,36,110000
708,Argentina,Capital Federal,Velez Sarsfield,1,,1,38,35,93300
709,Argentina,Capital Federal,Villa del Parque,1,,1,29,29,45000
710,Argentina,Capital Federal,Boedo,1,0,1,,,48549
711,Argentina,Capital Federal,Boedo,2,1,1,60,37,108000
712,Argentina,Capital Federal,Abasto,2,1,1,35,32,80000
713,Argentina,Capital Federal,Flores,2,1,1,50,46,134500
714,Argentina,Capital Federal,Nuñez,2,1,2,69,64,179000
715,Argentina,Capital Federal,Nuñez,2,1,2,53,44,199000
716,Argentina,Capital Federal,Colegiales,1,,1,32,27,81400
717,Argentina,Capital Federal,Nuñez,2,1,1,66,66,380000
718,Argentina,Capital Federal,Almagro,1,1,1,24,24,57900
719,Argentina,Capital Federal,Almagro,2,1,2,68,65,139500
720,Argentina,Capital Federal,Almagro,2,1,1,66,58,190000
721,Argentina,Capital Federal,Almagro,2,1,1,74,56,160000
722,Argentina,Capital Federal,Almagro,2,1,1,40,40,83000
723,Argentina,Capital Federal,Almagro,2,1,1,35,35,87000
724,Argentina,Capital Federal,Almagro,2,1,2,57,54,150000
725,Argentina,Capital Federal,Almagro,2,1,1,52,44,105000
726,Argentina,Capital Federal,Almagro,2,1,1,51,42,130000
727,Argentina,Capital Federal,Coghlan,2,1,2,59,54,208000
728,Argentina,Capital Federal,Barrio Norte,1,,1,29,29,82000
729,Argentina,Capital Federal,Barrio Norte,1,,1,22,22,89000
730,Argentina,Capital Federal,Colegiales,1,,1,32,27,77500
731,Argentina,Capital Federal,Retiro,2,1,1,36,36,140000
732,Argentina,Capital Federal,Villa Crespo,1,,1,82,39,139546
733,Argentina,Capital Federal,Palermo,2,1,2,51,51,244000
734,Argentina,Capital Federal,Palermo,2,1,1,42,42,85000
735,Argentina,Capital Federal,Recoleta,4,3,2,99,91,280000
736,Argentina,Capital Federal,Recoleta,5,3,3,167,167,490000
737,Argentina,Capital Federal,Recoleta,4,3,1,80,80,290000
738,Argentina,Capital Federal,Recoleta,5,3,2,174,167,490000
739,Argentina,Capital Federal,Recoleta,6,3,2,178,163,590000
740,Argentina,Capital Federal,Recoleta,4,3,2,114,114,465000
741,Argentina,Capital Federal,Recoleta,4,3,2,83,83,170000
742,Argentina,Capital Federal,Recoleta,5,3,2,130,125,330000
743,Argentina,Capital Federal,Belgrano,4,3,1,78,72,205000
744,Argentina,Capital Federal,Belgrano,4,3,3,198,198,599000
745,Argentina,Capital Federal,Belgrano,4,3,2,80,80,238000
746,Argentina,Capital Federal,Belgrano,4,3,3,102,91,305000
747,Argentina,Capital Federal,Barracas,4,3,3,126,86,378000
748,Argentina,Capital Federal,Recoleta,5,3,2,97,97,330000
749,Argentina,Capital Federal,Palermo,4,3,2,140,133,380000
750,Argentina,Capital Federal,Palermo,4,3,1,75,75,205000
751,Argentina,Capital Federal,Palermo,4,3,1,75,75,195000
752,Argentina,Capital Federal,Palermo,4,3,3,174,153,730000
753,Argentina,Capital Federal,Palermo,4,3,1,125,117,259900
754,Argentina,Capital Federal,Coghlan,4,3,3,,122,530000
755,Argentina,Capital Federal,Almagro,4,3,1,109,85,273000
756,Argentina,Capital Federal,Almagro,4,3,1,93,85,251000
757,Argentina,Capital Federal,Almagro,4,3,1,93,85,265000
758,Argentina,Capital Federal,Almagro,4,3,1,93,85,256000
759,Argentina,Capital Federal,Almagro,4,3,1,93,85,260000
760,Argentina,Capital Federal,Almagro,4,3,1,104,92,261000
